"0008";A;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;108.9;
"0008";A;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;101.3;
"0008";A;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;455.4;
"0008";A;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;423.5;
"0008";A;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;495;
"0008";A;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;460.4;
"0008";B;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;134.2;
"0008";B;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;124.8;
"0008";B;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;561.2;
"0008";B;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;521.9;
"0008";B;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;610;
"0008";B;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;567.3;
"0008";BG;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;36.3;
"0008";BG;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;33.8;
"0008";BG;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;151.8;
"0008";BG;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;141.2;
"0008";BG;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;165;
"0008";BG;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;153.5;
"0008";CY;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;36.3;
"0008";CY;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;33.8;
"0008";CY;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;151.8;
"0008";CY;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;141.2;
"0008";CY;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;165;
"0008";CY;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;153.5;
"0008";CZ;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;48.4;
"0008";CZ;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;45;
"0008";CZ;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;202.4;
"0008";CZ;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;188.2;
"0008";CZ;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;220;
"0008";CZ;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;204.6;
"0008";D;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;160.6;
"0008";D;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;149.4;
"0008";D;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;671.6;
"0008";D;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;624.6;
"0008";D;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;730;
"0008";D;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;678.9;
"0008";DK;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;96.8;
"0008";DK;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;90;
"0008";DK;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;404.8;
"0008";DK;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;376.5;
"0008";DK;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;440;
"0008";DK;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;409.2;
"0008";E;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;75.9;
"0008";E;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;70.6;
"0008";E;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;317.4;
"0008";E;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;295.2;
"0008";E;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;345;
"0008";E;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;320.9;
"0008";EST;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;36.3;
"0008";EST;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;33.8;
"0008";EST;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;151.8;
"0008";EST;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;141.2;
"0008";EST;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;165;
"0008";EST;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;153.5;
"0008";F;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;193.6;
"0008";F;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;180;
"0008";F;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;809.6;
"0008";F;EU;2013;0;19;06;BASE;Base;1;J1;J;0;1;1;300;752.9;
"0008";F;EU;2013;0;26;05;BASE;Base;1;E1;E;1;1;1;300;880;
"0008";F;EU;2013;0;26;06;BASE;Base;1;E1;E;0;1;1;300;818.4;
"0008";FIN;EU;2013;0;0;05;BASE;Base;1;K1;K;1;1;1;0;91.3;
"0008";FIN;EU;2013;0;0;06;BASE;Base;1;K1;K;0;1;1;0;84.9;
"0008";FIN;EU;2013;0;19;05;BASE;Base;1;J1;J;1;1;1;300;381.8;
